GEOID,NAME,total,hisp,white,black,amind_aknat,asian,nathw_pacis,other_race,multi_race,pop_over18,pop_under18,total_housing,occupied_housing,jobs_rac,jobs_rac_low,jobs_rac_mid,jobs_rac_hi,jobs_wac,jobs_wac_low,jobs_wac_mid,jobs_wac_hi
511319301002004,"Block 2004, Block Group 2, Census Tract 9301, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,3
511319301002005,"Block 2005, Block Group 2, Census Tract 9301, Northampton County, Virginia",9,0,4,2,0,0,0,1,2,6,3,4,0,1,0,1,0,0,0,0,0
511319301002006,"Block 2006, Block Group 2, Census Tract 9301, Northampton County, Virginia",12,0,7,2,3,0,0,0,0,12,0,8,8,3,0,0,3,0,0,0,0
511319301002007,"Block 2007, Block Group 2, Census Tract 9301, Northampton County, Virginia",23,4,17,2,0,0,0,0,0,21,2,19,19,5,1,2,2,0,0,0,0
511319301002008,"Block 2008, Block Group 2, Census Tract 9301, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319301002009,"Block 2009, Block Group 2, Census Tract 9301, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319301002010,"Block 2010, Block Group 2, Census Tract 9301, Northampton County, Virginia",24,0,10,9,0,4,0,0,1,19,5,7,7,13,3,3,7,0,0,0,0
511319301002011,"Block 2011, Block Group 2, Census Tract 9301, Northampton County, Virginia",92,9,13,68,1,1,0,0,0,86,6,55,42,23,5,6,12,35,5,23,7
511319301002012,"Block 2012, Block Group 2, Census Tract 9301, Northampton County, Virginia",8,4,1,3,0,0,0,0,0,4,4,3,2,2,0,1,1,83,11,44,28
511319301002013,"Block 2013, Block Group 2, Census Tract 9301, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319301002014,"Block 2014, Block Group 2, Census Tract 9301, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319301002015,"Block 2015, Block Group 2, Census Tract 9301, Northampton County, Virginia",37,0,33,2,0,0,0,0,2,37,0,31,24,12,2,8,2,2,2,0,0
511319301002017,"Block 2017, Block Group 2, Census Tract 9301, Northampton County, Virginia",6,0,0,4,0,0,0,1,1,1,5,2,2,3,2,1,0,0,0,0,0
511319301002018,"Block 2018, Block Group 2, Census Tract 9301, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319301002019,"Block 2019, Block Group 2, Census Tract 9301, Northampton County, Virginia",10,3,4,0,0,0,0,0,3,10,0,3,3,3,0,2,1,0,0,0,0
511319301002021,"Block 2021, Block Group 2, Census Tract 9301, Northampton County, Virginia",15,0,2,13,0,0,0,0,0,9,6,7,7,8,2,4,2,0,0,0,0
511319301002022,"Block 2022, Block Group 2, Census Tract 9301, Northampton County, Virginia",24,3,0,19,0,0,0,0,2,13,11,9,9,6,2,3,1,0,0,0,0
511319301002024,"Block 2024, Block Group 2, Census Tract 9301, Northampton County, Virginia",45,15,0,28,0,0,0,0,2,43,2,26,25,20,3,11,6,0,0,0,0
511319301002025,"Block 2025, Block Group 2, Census Tract 9301, Northampton County, Virginia",144,2,4,132,0,0,0,0,6,121,23,80,78,49,5,21,23,0,0,0,0
511319301002027,"Block 2027, Block Group 2, Census Tract 9301, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319301002028,"Block 2028, Block Group 2, Census Tract 9301, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319301002029,"Block 2029, Block Group 2, Census Tract 9301, Northampton County, Virginia",59,1,47,10,0,0,0,0,1,44,15,37,36,16,2,5,9,1,0,1,0
511319301002031,"Block 2031, Block Group 2, Census Tract 9301, Northampton County, Virginia",17,0,14,3,0,0,0,0,0,11,6,5,1,6,1,1,4,0,0,0,0
511319301002032,"Block 2032, Block Group 2, Census Tract 9301, Northampton County, Virginia",2,1,1,0,0,0,0,0,0,1,1,7,2,0,0,0,0,0,0,0,0
511319301002034,"Block 2034, Block Group 2, Census Tract 9301, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319301002035,"Block 2035, Block Group 2, Census Tract 9301, Northampton County, Virginia",18,0,9,9,0,0,0,0,0,18,0,6,5,10,4,2,4,0,0,0,0
511319301002037,"Block 2037, Block Group 2, Census Tract 9301, Northampton County, Virginia",62,2,16,43,0,1,0,0,0,55,7,44,40,25,4,10,11,3,0,1,2
511319301002038,"Block 2038, Block Group 2, Census Tract 9301, Northampton County, Virginia",144,1,78,64,1,0,0,0,0,143,1,11,10,56,13,25,18,32,9,14,9
511319303022002,"Block 2002, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022003,"Block 2003, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022004,"Block 2004, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022005,"Block 2005, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022006,"Block 2006, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022008,"Block 2008, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022009,"Block 2009, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022010,"Block 2010, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022011,"Block 2011, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022012,"Block 2012, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",7,0,6,0,0,0,0,0,1,6,1,2,0,1,0,0,1,0,0,0,0
511319303022013,"Block 2013, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022014,"Block 2014, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022015,"Block 2015, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022016,"Block 2016, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319302003034,"Block 3034, Block Group 3, Census Tract 9302, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319302003035,"Block 3035, Block Group 3, Census Tract 9302, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319302003036,"Block 3036, Block Group 3, Census Tract 9302, Northampton County, Virginia",44,0,35,7,0,1,0,0,1,36,8,25,5,22,4,7,11,0,0,0,0
511319302003038,"Block 3038, Block Group 3, Census Tract 9302, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319302003039,"Block 3039, Block Group 3, Census Tract 9302, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319302003041,"Block 3041, Block Group 3, Census Tract 9302, Northampton County, Virginia",9,6,3,0,0,0,0,0,0,7,2,4,0,5,1,3,1,0,0,0,0
511319302003042,"Block 3042, Block Group 3, Census Tract 9302, Northampton County, Virginia",4,0,2,2,0,0,0,0,0,2,2,2,2,0,0,0,0,5,0,3,2
511319302003044,"Block 3044, Block Group 3, Census Tract 9302, Northampton County, Virginia",27,1,22,3,0,0,0,0,1,16,11,7,7,17,1,8,8,0,0,0,0
511319302003045,"Block 3045, Block Group 3, Census Tract 9302, Northampton County, Virginia",13,4,4,5,0,0,0,0,0,12,1,6,6,5,2,2,1,0,0,0,0
511319302003046,"Block 3046, Block Group 3, Census Tract 9302, Northampton County, Virginia",60,12,33,15,0,0,0,0,0,41,19,26,22,15,4,3,8,0,0,0,0
511319302003047,"Block 3047, Block Group 3, Census Tract 9302, Northampton County, Virginia",8,0,5,1,0,2,0,0,0,7,1,4,4,3,0,0,3,0,0,0,0
511319302003048,"Block 3048, Block Group 3, Census Tract 9302, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319302003049,"Block 3049, Block Group 3, Census Tract 9302, Northampton County, Virginia",62,3,4,54,0,0,0,0,1,49,13,35,25,18,3,8,7,0,0,0,0
511319302003050,"Block 3050, Block Group 3, Census Tract 9302, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319302003051,"Block 3051, Block Group 3, Census Tract 9302, Northampton County, Virginia",27,14,8,1,0,0,0,0,4,18,9,10,10,13,2,5,6,18,6,7,5
511319302003052,"Block 3052, Block Group 3, Census Tract 9302, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319302003053,"Block 3053, Block Group 3, Census Tract 9302, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319302003054,"Block 3054, Block Group 3, Census Tract 9302, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319302003055,"Block 3055, Block Group 3, Census Tract 9302, Northampton County, Virginia",79,42,15,22,0,0,0,0,0,63,16,33,33,14,3,7,4,2,0,2,0
511319302003056,"Block 3056, Block Group 3, Census Tract 9302, Northampton County, Virginia",8,0,6,2,0,0,0,0,0,5,3,3,0,3,0,0,3,0,0,0,0
511319303022017,"Block 2017, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",20,1,13,6,0,0,0,0,0,11,9,9,9,10,1,3,6,0,0,0,0
511319303022019,"Block 2019, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",6,0,2,3,1,0,0,0,0,4,2,4,0,2,0,1,1,0,0,0,0
511319303022020,"Block 2020, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022022,"Block 2022, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",8,0,0,8,0,0,0,0,0,4,4,5,0,0,0,0,0,8,2,4,2
511319303022023,"Block 2023, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",44,1,42,1,0,0,0,0,0,31,13,25,9,14,1,7,6,10,1,3,6
511319303022024,"Block 2024, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022026,"Block 2026, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",109,1,107,1,0,0,0,0,0,107,2,100,59,49,5,21,23,0,0,0,0
511319303022027,"Block 2027, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022029,"Block 2029, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",87,3,69,12,0,0,0,0,3,75,12,52,42,35,8,17,10,0,0,0,0
511319303022030,"Block 2030, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022032,"Block 2032, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",22,1,21,0,0,0,0,0,0,14,8,12,12,3,0,3,0,1,0,1,0
511319303022033,"Block 2033, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022034,"Block 2034, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
511319303022036,"Block 2036, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",3,0,0,2,0,1,0,0,0,1,2,8,0,6,2,1,3,0,0,0,0
511319303022037,"Block 2037, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022039,"Block 2039, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",13,0,8,5,0,0,0,0,0,13,0,6,0,4,0,1,3,20,5,12,3
511319303022040,"Block 2040, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",3,2,0,0,0,0,0,0,1,3,0,1,0,3,1,1,1,0,0,0,0
511319303022041,"Block 2041, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",6,0,6,0,0,0,0,0,0,6,0,1,0,2,0,1,1,4,1,3,0
511319303022043,"Block 2043, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",24,0,15,9,0,0,0,0,0,24,0,7,7,10,1,6,3,0,0,0,0
511319303022044,"Block 2044, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022046,"Block 2046, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",48,1,45,0,0,0,0,0,2,35,13,22,22,25,4,6,15,0,0,0,0
511319303022047,"Block 2047, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",6,0,6,0,0,0,0,0,0,6,0,6,3,7,2,1,4,0,0,0,0
511319303022049,"Block 2049, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",8,3,5,0,0,0,0,0,0,4,4,5,5,2,0,2,0,0,0,0,0
511319303022050,"Block 2050, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022051,"Block 2051, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",76,0,31,44,0,0,0,0,1,58,18,42,36,27,5,9,13,2,1,1,0
511319303022052,"Block 2052, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",5,2,3,0,0,0,0,0,0,3,2,2,0,1,0,0,1,0,0,0,0
511319303022053,"Block 2053, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",15,2,13,0,0,0,0,0,0,13,2,6,6,4,0,2,2,1,0,0,1
511319303022054,"Block 2054, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",8,0,6,2,0,0,0,0,0,8,0,4,4,4,1,2,1,0,0,0,0
511319303022055,"Block 2055, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",8,0,6,0,2,0,0,0,0,8,0,10,10,2,1,1,0,0,0,0,0
511319303022057,"Block 2057, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",12,0,11,1,0,0,0,0,0,12,0,8,3,8,3,4,1,0,0,0,0
511319303022058,"Block 2058, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022059,"Block 2059, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",8,0,8,0,0,0,0,0,0,1,7,1,0,2,1,0,1,0,0,0,0
511319303022060,"Block 2060, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",37,0,21,16,0,0,0,0,0,37,0,23,19,21,0,10,11,0,0,0,0
511319303022061,"Block 2061, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",3,0,2,0,0,0,0,0,1,2,1,4,4,0,0,0,0,3,2,0,1
511319303022062,"Block 2062, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",39,0,31,8,0,0,0,0,0,30,9,29,29,22,3,8,11,3,0,1,2
511319303022063,"Block 2063, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",9,0,7,1,0,0,0,0,1,9,0,5,5,4,0,2,2,0,0,0,0
511319302003057,"Block 3057, Block Group 3, Census Tract 9302, Northampton County, Virginia",30,19,7,3,1,0,0,0,0,19,11,9,4,14,2,7,5,0,0,0,0
511319302003058,"Block 3058, Block Group 3, Census Tract 9302, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319302003060,"Block 3060, Block Group 3, Census Tract 9302, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319302004000,"Block 4000, Block Group 4, Census Tract 9302, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319302004002,"Block 4002, Block Group 4, Census Tract 9302, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319302004003,"Block 4003, Block Group 4, Census Tract 9302, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319302004004,"Block 4004, Block Group 4, Census Tract 9302, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319302004006,"Block 4006, Block Group 4, Census Tract 9302, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319302004007,"Block 4007, Block Group 4, Census Tract 9302, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319302004009,"Block 4009, Block Group 4, Census Tract 9302, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319302004010,"Block 4010, Block Group 4, Census Tract 9302, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319302004012,"Block 4012, Block Group 4, Census Tract 9302, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319302004013,"Block 4013, Block Group 4, Census Tract 9302, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319302004014,"Block 4014, Block Group 4, Census Tract 9302, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319302004016,"Block 4016, Block Group 4, Census Tract 9302, Northampton County, Virginia",16,0,9,6,0,0,0,0,1,16,0,9,9,6,1,2,3,0,0,0,0
511319302004017,"Block 4017, Block Group 4, Census Tract 9302, Northampton County, Virginia",9,4,4,0,0,0,0,0,1,6,3,4,4,3,0,0,3,0,0,0,0
511319302004019,"Block 4019, Block Group 4, Census Tract 9302, Northampton County, Virginia",11,0,9,1,0,0,0,0,1,8,3,6,0,4,1,1,2,0,0,0,0
511319302004020,"Block 4020, Block Group 4, Census Tract 9302, Northampton County, Virginia",32,5,16,10,0,0,0,1,0,29,3,16,16,8,1,3,4,4,1,3,0
511319302004022,"Block 4022, Block Group 4, Census Tract 9302, Northampton County, Virginia",11,2,9,0,0,0,0,0,0,8,3,4,4,3,0,0,3,0,0,0,0
511319302004023,"Block 4023, Block Group 4, Census Tract 9302, Northampton County, Virginia",11,0,7,4,0,0,0,0,0,3,8,4,4,1,0,1,0,0,0,0,0
511319302004024,"Block 4024, Block Group 4, Census Tract 9302, Northampton County, Virginia",36,7,12,16,0,0,0,0,1,26,10,18,18,9,2,4,3,2,0,0,2
511319302004026,"Block 4026, Block Group 4, Census Tract 9302, Northampton County, Virginia",15,0,8,7,0,0,0,0,0,13,2,6,5,2,0,2,0,0,0,0,0
511319302004027,"Block 4027, Block Group 4, Census Tract 9302, Northampton County, Virginia",30,4,2,24,0,0,0,0,0,20,10,11,6,9,2,4,3,0,0,0,0
511319302004029,"Block 4029, Block Group 4, Census Tract 9302, Northampton County, Virginia",16,5,11,0,0,0,0,0,0,14,2,17,17,1,0,1,0,0,0,0,0
511319302004030,"Block 4030, Block Group 4, Census Tract 9302, Northampton County, Virginia",24,2,21,1,0,0,0,0,0,23,1,9,9,9,0,4,5,0,0,0,0
511319302004032,"Block 4032, Block Group 4, Census Tract 9302, Northampton County, Virginia",7,1,6,0,0,0,0,0,0,6,1,12,12,2,1,1,0,0,0,0,0
511319302004033,"Block 4033, Block Group 4, Census Tract 9302, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319302004034,"Block 4034, Block Group 4, Census Tract 9302, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319302004035,"Block 4035, Block Group 4, Census Tract 9302, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319302004036,"Block 4036, Block Group 4, Census Tract 9302, Northampton County, Virginia",8,3,2,3,0,0,0,0,0,2,6,1,1,1,1,0,0,0,0,0,0
511319302004037,"Block 4037, Block Group 4, Census Tract 9302, Northampton County, Virginia",19,7,10,2,0,0,0,0,0,18,1,4,4,6,2,2,2,0,0,0,0
511319302004038,"Block 4038, Block Group 4, Census Tract 9302, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319302004039,"Block 4039, Block Group 4, Census Tract 9302, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319302004040,"Block 4040, Block Group 4, Census Tract 9302, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,8,2
511319302004041,"Block 4041, Block Group 4, Census Tract 9302, Northampton County, Virginia",12,2,2,7,0,0,0,0,1,8,4,5,0,5,1,3,1,36,5,11,20
511319302004042,"Block 4042, Block Group 4, Census Tract 9302, Northampton County, Virginia",65,17,19,29,0,0,0,0,0,49,16,34,15,22,4,9,9,0,0,0,0
511319302004043,"Block 4043, Block Group 4, Census Tract 9302, Northampton County, Virginia",13,1,10,2,0,0,0,0,0,11,2,11,4,3,0,0,3,0,0,0,0
511319303022064,"Block 2064, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",9,0,9,0,0,0,0,0,0,7,2,8,0,1,0,1,0,0,0,0,0
511319303022065,"Block 2065, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022066,"Block 2066, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",6,0,6,0,0,0,0,0,0,6,0,6,5,1,0,0,1,0,0,0,0
511319303022068,"Block 2068, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022069,"Block 2069, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022071,"Block 2071, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022072,"Block 2072, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022073,"Block 2073, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022075,"Block 2075, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,9,52,66
511319303022076,"Block 2076, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022078,"Block 2078, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022079,"Block 2079, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022081,"Block 2081, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022082,"Block 2082, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022083,"Block 2083, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022085,"Block 2085, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022086,"Block 2086, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022088,"Block 2088, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022089,"Block 2089, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022090,"Block 2090, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022092,"Block 2092, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022093,"Block 2093, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022095,"Block 2095, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022096,"Block 2096, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022098,"Block 2098, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022099,"Block 2099, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022100,"Block 2100, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",9,0,7,0,1,0,0,0,1,7,2,9,9,2,0,1,1,0,0,0,0
511319303022101,"Block 2101, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",9,0,4,2,0,0,0,0,3,9,0,16,2,4,0,3,1,0,0,0,0
511319303022102,"Block 2102, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",12,1,5,6,0,0,0,0,0,11,1,11,0,1,0,0,1,0,0,0,0
511319303022103,"Block 2103, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022104,"Block 2104, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511319303022105,"Block 2105, Block Group 2, Census Tract 9303.02, Northampton County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
