PatchID,X_m,Y_m,NAVD88ELEV_m,Max_m,FloodingHour
10001,428310,4154850,9.866,0,0
10002,428340,4154850,9.818,0,0
10003,428370,4154850,9.732,0,0
10004,428400,4154850,9.712,0,0
10005,428430,4154850,9.936,0,0
10006,428460,4154850,10.345,0,0
10007,428490,4154850,10.481,0,0
10008,428520,4154850,10.337,0,0
10009,428550,4154850,10.265,0,0
10010,428580,4154850,10.203,0,0
10011,428610,4154850,9.998,0,0
10012,428640,4154850,9.643,0,0
10013,428670,4154850,9.376,0,0
10014,428700,4154850,9.18,0,0
10015,428730,4154850,7.491,0,0
10016,428760,4154850,7.173,0,0
10017,428790,4154850,7.262,0,0
10018,428820,4154850,7.659,0,0
10019,428850,4154850,8.778,0,0
10020,428880,4154850,9.739,0,0
10021,428910,4154850,9.961,0,0
10022,428940,4154850,10.045,0,0
10023,428970,4154850,10.064,0,0
10024,429000,4154850,10.081,0,0
10025,429030,4154850,9.943,0,0
10026,429060,4154850,9.764,0,0
10027,429090,4154850,9.538,0,0
10028,429120,4154850,9.563,0,0
10029,429150,4154850,9.431,0,0
10030,429180,4154850,9.463,0,0
10031,429210,4154850,9.493,0,0
10032,429240,4154850,9.385,0,0
10033,429270,4154850,9.199,0,0
10034,429300,4154850,9.257,0,0
10035,429330,4154850,9.082,0,0
10036,429360,4154850,9.011,0,0
10037,429390,4154850,9.066,0,0
10038,429420,4154850,9.159,0,0
10039,429450,4154850,9.178,0,0
10040,429480,4154850,9.152,0,0
10041,429510,4154850,9.111,0,0
10042,429540,4154850,9.12,0,0
10043,429570,4154850,8.859,0,0
10044,429600,4154850,8.574,0,0
10045,429630,4154850,8.358,0,0
10046,429660,4154850,8.26,0,0
10047,429690,4154850,8.194,0,0
10048,429720,4154850,8.054,0,0
10049,429750,4154850,7.8,0,0
9783,429810,4154850,7.403,0,0
10050,429780,4154850,7.412,0,0
10051,429810,4154850,6.799,0,0
10232,427200,4154820,10.817,0,0
10233,427230,4154820,10.794,0,0
10234,427260,4154820,10.835,0,0
10235,427290,4154820,10.882,0,0
10236,427320,4154820,10.855,0,0
10237,427350,4154820,10.764,0,0
10238,427380,4154820,10.837,0,0
10239,427410,4154820,10.867,0,0
10240,427440,4154820,10.84,0,0
10241,427470,4154820,10.924,0,0
10242,427500,4154820,10.811,0,0
10243,427530,4154820,10.315,0,0
10244,427560,4154820,10.139,0,0
10245,427590,4154820,10.4,0,0
10246,427620,4154820,10.558,0,0
10247,427650,4154820,10.583,0,0
10248,427680,4154820,10.72,0,0
10249,427710,4154820,10.757,0,0
10250,427740,4154820,10.922,0,0
10251,427770,4154820,11.238,0,0
10252,427800,4154820,11.033,0,0
10253,427830,4154820,10.471,0,0
10254,427860,4154820,10.351,0,0
10255,427890,4154820,10.255,0,0
10256,427920,4154820,9.958,0,0
10257,427950,4154820,9.729,0,0
10258,427980,4154820,9.738,0,0
10259,428010,4154820,9.749,0,0
10260,428040,4154820,9.777,0,0
10261,428070,4154820,9.747,0,0
10262,428100,4154820,9.717,0,0
10263,428130,4154820,9.754,0,0
10264,428160,4154820,9.751,0,0
10265,428190,4154820,9.767,0,0
10266,428220,4154820,9.761,0,0
10267,428250,4154820,9.856,0,0
10268,428280,4154820,9.894,0,0
10269,428310,4154820,9.768,0,0
10270,428340,4154820,9.767,0,0
10271,428370,4154820,9.807,0,0
10272,428400,4154820,10.092,0,0
10273,428430,4154820,10.361,0,0
10274,428460,4154820,10.452,0,0
10275,428490,4154820,10.421,0,0
10276,428520,4154820,10.388,0,0
10277,428550,4154820,10.311,0,0
10278,428580,4154820,10.302,0,0
10279,428610,4154820,10.176,0,0
10280,428640,4154820,9.948,0,0
10281,428670,4154820,9.635,0,0
10282,428700,4154820,9.51,0,0
10283,428730,4154820,8.491,0,0
10284,428760,4154820,7.447,0,0
10285,428790,4154820,7.12,0,0
10286,428820,4154820,6.98,0,0
10287,428850,4154820,7.531,0,0
10288,428880,4154820,8.761,0,0
10289,428910,4154820,9.799,0,0
10290,428940,4154820,9.825,0,0
10291,428970,4154820,9.888,0,0
10292,429000,4154820,9.875,0,0
10293,429030,4154820,9.683,0,0
10294,429060,4154820,9.51,0,0
10295,429090,4154820,9.405,0,0
10296,429120,4154820,9.375,0,0
10297,429150,4154820,9.415,0,0
10298,429180,4154820,9.413,0,0
10299,429210,4154820,9.375,0,0
10300,429240,4154820,9.379,0,0
10301,429270,4154820,9.381,0,0
10302,429300,4154820,9.047,0,0
10303,429330,4154820,8.906,0,0
10304,429360,4154820,8.953,0,0
10305,429390,4154820,8.993,0,0
10306,429420,4154820,9.072,0,0
10307,429450,4154820,9.152,0,0
10308,429480,4154820,9.112,0,0
10309,429510,4154820,8.94,0,0
10310,429540,4154820,8.949,0,0
10311,429570,4154820,8.708,0,0
10312,429600,4154820,8.496,0,0
10313,429630,4154820,8.373,0,0
10314,429660,4154820,8.291,0,0
10315,429690,4154820,8.167,0,0
10316,429720,4154820,7.925,0,0
10317,429750,4154820,7.568,0,0
10318,429780,4154820,7.056,0,0
10052,429840,4154820,6.193,0,0
10319,429810,4154820,6.342,0,0
10320,429840,4154820,5.619,0,0
10500,427200,4154790,10.862,0,0
10501,427230,4154790,10.815,0,0
10502,427260,4154790,10.864,0,0
10503,427290,4154790,10.891,0,0
10504,427320,4154790,10.975,0,0
10505,427350,4154790,10.973,0,0
10506,427380,4154790,11.132,0,0
10507,427410,4154790,11.113,0,0
10508,427440,4154790,11.096,0,0
10509,427470,4154790,10.909,0,0
10510,427500,4154790,10.46,0,0
10511,427530,4154790,10.189,0,0
10512,427560,4154790,10.23,0,0
10513,427590,4154790,10.195,0,0
10514,427620,4154790,10.188,0,0
10515,427650,4154790,10.371,0,0
10516,427680,4154790,10.324,0,0
10517,427710,4154790,10.369,0,0
10518,427740,4154790,10.738,0,0
10519,427770,4154790,11.099,0,0
10520,427800,4154790,10.791,0,0
10521,427830,4154790,11.026,0,0
10522,427860,4154790,10.822,0,0
10523,427890,4154790,10.586,0,0
10524,427920,4154790,10.392,0,0
10525,427950,4154790,10.283,0,0
10526,427980,4154790,10.051,0,0
10527,428010,4154790,9.854,0,0
10528,428040,4154790,9.819,0,0
10529,428070,4154790,9.803,0,0
10530,428100,4154790,9.883,0,0
10531,428130,4154790,9.879,0,0
10532,428160,4154790,9.863,0,0
10533,428190,4154790,9.928,0,0
10534,428220,4154790,10.007,0,0
10535,428250,4154790,9.884,0,0
10536,428280,4154790,9.868,0,0
10537,428310,4154790,9.938,0,0
10538,428340,4154790,10.075,0,0
10539,428370,4154790,10.318,0,0
10540,428400,4154790,10.461,0,0
10541,428430,4154790,10.349,0,0
10542,428460,4154790,10.418,0,0
10543,428490,4154790,10.433,0,0
10544,428520,4154790,10.366,0,0
10545,428550,4154790,10.358,0,0
10546,428580,4154790,10.24,0,0
10547,428610,4154790,10.147,0,0
10548,428640,4154790,10.038,0,0
10549,428670,4154790,9.813,0,0
10550,428700,4154790,9.881,0,0
10551,428730,4154790,9.769,0,0
10552,428760,4154790,9.682,0,0
10553,428790,4154790,8.829,0,0
10554,428820,4154790,7.028,0,0
10555,428850,4154790,6.81,0,0
10556,428880,4154790,7.098,0,0
10557,428910,4154790,8.598,0,0
10558,428940,4154790,9.384,0,0
10559,428970,4154790,7.923,0,0
10560,429000,4154790,9.497,0,0
10561,429030,4154790,9.497,0,0
10562,429060,4154790,9.343,0,0
10563,429090,4154790,9.373,0,0
10564,429120,4154790,9.351,0,0
10565,429150,4154790,9.347,0,0
10566,429180,4154790,9.313,0,0
10567,429210,4154790,9.456,0,0
10568,429240,4154790,9.237,0,0
10569,429270,4154790,8.916,0,0
10570,429300,4154790,8.926,0,0
10571,429330,4154790,8.959,0,0
10572,429360,4154790,8.948,0,0
10573,429390,4154790,8.945,0,0
10574,429420,4154790,8.986,0,0
10575,429450,4154790,9.062,0,0
10576,429480,4154790,9.014,0,0
10577,429510,4154790,8.828,0,0
10578,429540,4154790,8.712,0,0
10579,429570,4154790,8.602,0,0
10580,429600,4154790,8.467,0,0
10581,429630,4154790,8.367,0,0
10582,429660,4154790,8.243,0,0
10583,429690,4154790,8.04,0,0
10584,429720,4154790,7.737,0,0
10585,429750,4154790,7.344,0,0
10586,429780,4154790,6.768,0,0
10587,429810,4154790,6.027,0,0
10321,429870,4154790,5.195,0,0
10588,429840,4154790,5.305,0,0
10589,429870,4154790,4.82,0,0
10768,427200,4154760,10.815,0,0
10769,427230,4154760,10.89,0,0
10770,427260,4154760,10.862,0,0
10771,427290,4154760,10.865,0,0
10772,427320,4154760,11.08,0,0
10773,427350,4154760,11.282,0,0
10774,427380,4154760,11.189,0,0
10775,427410,4154760,10.802,0,0
10776,427440,4154760,10.535,0,0
10777,427470,4154760,10.232,0,0
10778,427500,4154760,10.063,0,0
10779,427530,4154760,10.079,0,0
10780,427560,4154760,10.063,0,0
10781,427590,4154760,10.22,0,0
10782,427620,4154760,10.01,0,0
10783,427650,4154760,9.994,0,0
10784,427680,4154760,10.056,0,0
10785,427710,4154760,10.167,0,0
10786,427740,4154760,10.202,0,0
10787,427770,4154760,10.399,0,0
10788,427800,4154760,10.45,0,0
10789,427830,4154760,10.602,0,0
10790,427860,4154760,10.78,0,0
10791,427890,4154760,10.896,0,0
10792,427920,4154760,10.788,0,0
10793,427950,4154760,10.743,0,0
10794,427980,4154760,10.707,0,0
10795,428010,4154760,10.357,0,0
10796,428040,4154760,10.278,0,0
10797,428070,4154760,10.356,0,0
10798,428100,4154760,10.323,0,0
10799,428130,4154760,10.092,0,0
10800,428160,4154760,9.985,0,0
10801,428190,4154760,9.981,0,0
10802,428220,4154760,10.031,0,0
10803,428250,4154760,10.139,0,0
10804,428280,4154760,10.235,0,0
10805,428310,4154760,10.395,0,0
10806,428340,4154760,10.513,0,0
10807,428370,4154760,10.471,0,0
10808,428400,4154760,10.33,0,0
10809,428430,4154760,10.412,0,0
10810,428460,4154760,10.497,0,0
10811,428490,4154760,10.402,0,0
10812,428520,4154760,10.368,0,0
10813,428550,4154760,10.285,0,0
10814,428580,4154760,10.18,0,0
10815,428610,4154760,10.075,0,0
10816,428640,4154760,9.979,0,0
10817,428670,4154760,10.037,0,0
10818,428700,4154760,10.04,0,0
10819,428730,4154760,9.997,0,0
10820,428760,4154760,10.026,0,0
10821,428790,4154760,10.213,0,0
10822,428820,4154760,8.487,0,0
10823,428850,4154760,6.747,0,0
10824,428880,4154760,6.685,0,0
10825,428910,4154760,7.389,0,0
10826,428940,4154760,8.328,0,0
10827,428970,4154760,7.433,0,0
10828,429000,4154760,8.215,0,0
10829,429030,4154760,9.378,0,0
10830,429060,4154760,9.411,0,0
10831,429090,4154760,9.441,0,0
10832,429120,4154760,9.285,0,0
10833,429150,4154760,9.237,0,0
10834,429180,4154760,9.389,0,0
10835,429210,4154760,8.933,0,0
10836,429240,4154760,8.94,0,0
10837,429270,4154760,8.858,0,0
10838,429300,4154760,8.955,0,0
10839,429330,4154760,8.98,0,0
10840,429360,4154760,8.961,0,0
10841,429390,4154760,8.911,0,0
10842,429420,4154760,8.889,0,0
10843,429450,4154760,8.929,0,0
10844,429480,4154760,8.894,0,0
10845,429510,4154760,8.715,0,0
10846,429540,4154760,8.508,0,0
10847,429570,4154760,8.496,0,0
10848,429600,4154760,8.398,0,0
10849,429630,4154760,8.288,0,0
10850,429660,4154760,8.129,0,0
10851,429690,4154760,7.903,0,0
10852,429720,4154760,7.585,0,0
10853,429750,4154760,7.123,0,0
10854,429780,4154760,6.446,0,0
10855,429810,4154760,5.681,0,0
10856,429840,4154760,4.995,0,0
10590,429900,4154760,4.53,0,0
10857,429870,4154760,4.625,0,0
10858,429900,4154760,4.282,0,0
11036,427200,4154730,10.84,0,0
11037,427230,4154730,10.847,0,0
11038,427260,4154730,10.88,0,0
11039,427290,4154730,11.017,0,0
11040,427320,4154730,11.275,0,0
11041,427350,4154730,11.087,0,0
11042,427380,4154730,10.556,0,0
11043,427410,4154730,10.279,0,0
11044,427440,4154730,10.066,0,0
11045,427470,4154730,9.944,0,0
11046,427500,4154730,9.91,0,0
11047,427530,4154730,10.082,0,0
11048,427560,4154730,9.911,0,0
11049,427590,4154730,9.863,0,0
11050,427620,4154730,9.959,0,0
11051,427650,4154730,9.975,0,0
11052,427680,4154730,10.088,0,0
11053,427710,4154730,10.074,0,0
11054,427740,4154730,9.89,0,0
11055,427770,4154730,10.04,0,0
11056,427800,4154730,9.972,0,0
11057,427830,4154730,9.98,0,0
11058,427860,4154730,10.187,0,0
11059,427890,4154730,10.463,0,0
11060,427920,4154730,10.682,0,0
11061,427950,4154730,10.763,0,0
11062,427980,4154730,10.996,0,0
11063,428010,4154730,11.01,0,0
11064,428040,4154730,10.78,0,0
11065,428070,4154730,10.602,0,0
11066,428100,4154730,10.623,0,0
11067,428130,4154730,10.616,0,0
11068,428160,4154730,10.452,0,0
11069,428190,4154730,10.376,0,0
11070,428220,4154730,10.419,0,0
11071,428250,4154730,10.499,0,0
11072,428280,4154730,10.493,0,0
11073,428310,4154730,10.283,0,0
11074,428340,4154730,10.118,0,0
11075,428370,4154730,10.272,0,0
11076,428400,4154730,10.447,0,0
11077,428430,4154730,10.486,0,0
11078,428460,4154730,10.536,0,0
11079,428490,4154730,10.467,0,0
11080,428520,4154730,10.312,0,0
11081,428550,4154730,10.249,0,0
11082,428580,4154730,10.141,0,0
11083,428610,4154730,10.003,0,0
11084,428640,4154730,10.04,0,0
11085,428670,4154730,10.089,0,0
11086,428700,4154730,10.125,0,0
11087,428730,4154730,10.093,0,0
11088,428760,4154730,10.169,0,0
11089,428790,4154730,10.224,0,0
11090,428820,4154730,9.547,0,0
11091,428850,4154730,7.208,0,0
11092,428880,4154730,6.53,0,0
11093,428910,4154730,6.95,0,0
11094,428940,4154730,8.007,0,0
11095,428970,4154730,7.898,0,0
11096,429000,4154730,8.187,0,0
11097,429030,4154730,9.301,0,0
11098,429060,4154730,9.233,0,0
11099,429090,4154730,9.153,0,0
11100,429120,4154730,9.195,0,0
11101,429150,4154730,9.1,0,0
11102,429180,4154730,8.756,0,0
11103,429210,4154730,8.723,0,0
11104,429240,4154730,8.878,0,0
11105,429270,4154730,8.953,0,0
11106,429300,4154730,8.974,0,0
11107,429330,4154730,9.018,0,0
11108,429360,4154730,8.986,0,0
11109,429390,4154730,8.864,0,0
11110,429420,4154730,8.776,0,0
11111,429450,4154730,8.773,0,0
11112,429480,4154730,8.758,0,0
11113,429510,4154730,8.607,0,0
11114,429540,4154730,8.389,0,0
11115,429570,4154730,8.449,0,0
11116,429600,4154730,8.324,0,0
11117,429630,4154730,8.158,0,0
11118,429660,4154730,7.972,0,0
11119,429690,4154730,7.768,0,0
11120,429720,4154730,7.458,0,0
11121,429750,4154730,6.886,0,0
11122,429780,4154730,6.089,0,0
11123,429810,4154730,5.298,0,0
11124,429840,4154730,4.668,0,0
11125,429870,4154730,4.36,0,0
10859,429930,4154730,3.723,0,0
11126,429900,4154730,3.995,0,0
11127,429930,4154730,3.583,0,0
11304,427200,4154700,10.879,0,0
11305,427230,4154700,10.845,0,0
11306,427260,4154700,11.052,0,0
11307,427290,4154700,11.302,0,0
11308,427320,4154700,11.131,0,0
11309,427350,4154700,10.509,0,0
11310,427380,4154700,10.15,0,0
11311,427410,4154700,10.063,0,0
11312,427440,4154700,9.88,0,0
11313,427470,4154700,9.768,0,0
11314,427500,4154700,9.781,0,0
11315,427530,4154700,9.894,0,0
11316,427560,4154700,9.823,0,0
11317,427590,4154700,9.797,0,0
11318,427620,4154700,9.841,0,0
11319,427650,4154700,9.929,0,0
11320,427680,4154700,10.043,0,0
11321,427710,4154700,10.273,0,0
11322,427740,4154700,10.284,0,0
11323,427770,4154700,10.167,0,0
11324,427800,4154700,9.8,0,0
11325,427830,4154700,9.86,0,0
11326,427860,4154700,9.819,0,0
11327,427890,4154700,9.986,0,0
11328,427920,4154700,10.215,0,0
11329,427950,4154700,10.593,0,0
11330,427980,4154700,10.908,0,0
11331,428010,4154700,10.839,0,0
11332,428040,4154700,10.555,0,0
11333,428070,4154700,10.504,0,0
11334,428100,4154700,10.611,0,0
11335,428130,4154700,10.776,0,0
11336,428160,4154700,10.657,0,0
11337,428190,4154700,10.453,0,0
11338,428220,4154700,10.241,0,0
11339,428250,4154700,10.028,0,0
11340,428280,4154700,9.985,0,0
11341,428310,4154700,10.025,0,0
11342,428340,4154700,10.154,0,0
11343,428370,4154700,10.234,0,0
11344,428400,4154700,10.492,0,0
11345,428430,4154700,10.508,0,0
11346,428460,4154700,10.476,0,0
11347,428490,4154700,10.372,0,0
11348,428520,4154700,10.336,0,0
11349,428550,4154700,10.218,0,0
11350,428580,4154700,10.095,0,0
11351,428610,4154700,10.099,0,0
11352,428640,4154700,10.109,0,0
11353,428670,4154700,10.165,0,0
11354,428700,4154700,10.158,0,0
11355,428730,4154700,10.212,0,0
11356,428760,4154700,10.329,0,0
11357,428790,4154700,10.285,0,0
11358,428820,4154700,10.195,0,0
11359,428850,4154700,7.999,0,0
11360,428880,4154700,6.473,0,0
11361,428910,4154700,6.716,0,0
11362,428940,4154700,7.694,0,0
11363,428970,4154700,8.819,0,0
11364,429000,4154700,9.533,0,0
11365,429030,4154700,9.232,0,0
11366,429060,4154700,9.214,0,0
11367,429090,4154700,9.097,0,0
11368,429120,4154700,8.705,0,0
11369,429150,4154700,8.607,0,0
11370,429180,4154700,8.712,0,0
11371,429210,4154700,8.765,0,0
11372,429240,4154700,8.822,0,0
11373,429270,4154700,9.002,0,0
11374,429300,4154700,8.982,0,0
11375,429330,4154700,9.034,0,0
11376,429360,4154700,8.994,0,0
11377,429390,4154700,8.837,0,0
11378,429420,4154700,8.692,0,0
11379,429450,4154700,8.633,0,0
11380,429480,4154700,8.627,0,0
11381,429510,4154700,8.536,0,0
11382,429540,4154700,8.363,0,0
11383,429570,4154700,8.262,0,0
11384,429600,4154700,8.468,0,0
11385,429630,4154700,8.059,0,0
11386,429660,4154700,7.832,0,0
11387,429690,4154700,7.633,0,0
11388,429720,4154700,7.225,0,0
11389,429750,4154700,6.483,0,0
11390,429780,4154700,5.651,0,0
11391,429810,4154700,4.916,0,0
11392,429840,4154700,4.428,0,0
11393,429870,4154700,4.013,0,0
11394,429900,4154700,3.559,0,0
11128,429960,4154700,3.486,0,0
11395,429930,4154700,3.533,0,0
11396,429960,4154700,3.507,0,0
11572,427200,4154670,10.809,0,0
11573,427230,4154670,10.893,0,0
11574,427260,4154670,11.209,0,0
11575,427290,4154670,11.271,0,0
11576,427320,4154670,10.664,0,0
11577,427350,4154670,10.204,0,0
11578,427380,4154670,10.039,0,0
11579,427410,4154670,9.899,0,0
11580,427440,4154670,9.86,0,0
11581,427470,4154670,9.804,0,0
11582,427500,4154670,9.814,0,0
11583,427530,4154670,9.761,0,0
11584,427560,4154670,9.757,0,0
11585,427590,4154670,9.748,0,0
11586,427620,4154670,9.756,0,0
11587,427650,4154670,9.825,0,0
11588,427680,4154670,9.791,0,0
11589,427710,4154670,9.972,0,0
11590,427740,4154670,10.274,0,0
11591,427770,4154670,10.255,0,0
11592,427800,4154670,10.039,0,0
11593,427830,4154670,9.805,0,0
11594,427860,4154670,9.795,0,0
11595,427890,4154670,9.735,0,0
11596,427920,4154670,9.848,0,0
11597,427950,4154670,10.05,0,0
11598,427980,4154670,10.454,0,0
11599,428010,4154670,10.628,0,0
11600,428040,4154670,10.445,0,0
11601,428070,4154670,10.449,0,0
11602,428100,4154670,10.584,0,0
11603,428130,4154670,10.622,0,0
11604,428160,4154670,10.571,0,0
11605,428190,4154670,10.435,0,0
11606,428220,4154670,10.222,0,0
11607,428250,4154670,9.929,0,0
11608,428280,4154670,9.948,0,0
11609,428310,4154670,10.196,0,0
11610,428340,4154670,10.537,0,0
11611,428370,4154670,10.318,0,0
11612,428400,4154670,10.505,0,0
11613,428430,4154670,10.451,0,0
11614,428460,4154670,10.4,0,0
11615,428490,4154670,10.388,0,0
11616,428520,4154670,10.27,0,0
11617,428550,4154670,10.155,0,0
11618,428580,4154670,10.123,0,0
11619,428610,4154670,10.165,0,0
11620,428640,4154670,10.19,0,0
11621,428670,4154670,10.181,0,0
11622,428700,4154670,10.147,0,0
11623,428730,4154670,10.222,0,0
11624,428760,4154670,10.344,0,0
11625,428790,4154670,10.455,0,0
11626,428820,4154670,10.507,0,0
11627,428850,4154670,8.748,0,0
11628,428880,4154670,6.427,0,0
11629,428910,4154670,6.402,0,0
11630,428940,4154670,7.617,0,0
11631,428970,4154670,8.479,0,0
11632,429000,4154670,9.579,0,0
11633,429030,4154670,9.585,0,0
11634,429060,4154670,9.086,0,0
11635,429090,4154670,8.753,0,0
11636,429120,4154670,8.564,0,0
11637,429150,4154670,8.546,0,0
11638,429180,4154670,8.669,0,0
11639,429210,4154670,8.736,0,0
11640,429240,4154670,8.784,0,0
11641,429270,4154670,8.983,0,0
11642,429300,4154670,8.973,0,0
11643,429330,4154670,8.998,0,0
11644,429360,4154670,8.961,0,0
11645,429390,4154670,8.789,0,0
11646,429420,4154670,8.617,0,0
11647,429450,4154670,8.533,0,0
11648,429480,4154670,8.538,0,0
11649,429510,4154670,8.492,0,0
11650,429540,4154670,8.323,0,0
11651,429570,4154670,8.1,0,0
11652,429600,4154670,8.334,0,0
11653,429630,4154670,7.97,0,0
11654,429660,4154670,7.656,0,0
11655,429690,4154670,7.424,0,0
11656,429720,4154670,6.871,0,0
11657,429750,4154670,6.023,0,0
11658,429780,4154670,5.244,0,0
11659,429810,4154670,4.628,0,0
11660,429840,4154670,4.292,0,0
11661,429870,4154670,3.759,0,0
11662,429900,4154670,3.376,0,0
11663,429930,4154670,3.471,0,0
11397,429990,4154670,3.391,0,0
11664,429960,4154670,3.552,0,0
11665,429990,4154670,3.322,0,0
11840,427200,4154640,10.839,0,0
11841,427230,4154640,10.89,0,0
11842,427260,4154640,11.154,0,0
11843,427290,4154640,10.97,0,0
11844,427320,4154640,10.298,0,0
11845,427350,4154640,10.035,0,0
11846,427380,4154640,10.022,0,0
11847,427410,4154640,10.113,0,0
11848,427440,4154640,9.843,0,0
11849,427470,4154640,9.908,0,0
11850,427500,4154640,9.89,0,0
11851,427530,4154640,9.749,0,0
11852,427560,4154640,9.739,0,0
11853,427590,4154640,9.788,0,0
11854,427620,4154640,9.668,0,0
11855,427650,4154640,9.673,0,0
11856,427680,4154640,9.751,0,0
11857,427710,4154640,9.924,0,0
11858,427740,4154640,9.871,0,0
11859,427770,4154640,9.853,0,0
11860,427800,4154640,9.893,0,0
11861,427830,4154640,9.782,0,0
11862,427860,4154640,9.855,0,0
11863,427890,4154640,9.722,0,0
11864,427920,4154640,9.719,0,0
11865,427950,4154640,9.758,0,0
11866,427980,4154640,9.899,0,0
11867,428010,4154640,10.261,0,0
11868,428040,4154640,10.595,0,0
11869,428070,4154640,10.701,0,0
11870,428100,4154640,10.451,0,0
11871,428130,4154640,10.265,0,0
11872,428160,4154640,10.108,0,0
11873,428190,4154640,10.096,0,0
11874,428220,4154640,10.222,0,0
11875,428250,4154640,10.202,0,0
11876,428280,4154640,10.135,0,0
11877,428310,4154640,10.283,0,0
11878,428340,4154640,10.695,0,0
11879,428370,4154640,10.585,0,0
11880,428400,4154640,10.507,0,0
11881,428430,4154640,10.399,0,0
11882,428460,4154640,10.41,0,0
11883,428490,4154640,10.351,0,0
11884,428520,4154640,10.214,0,0
11885,428550,4154640,10.124,0,0
11886,428580,4154640,10.129,0,0
11887,428610,4154640,10.135,0,0
11888,428640,4154640,10.131,0,0
11889,428670,4154640,10.137,0,0
11890,428700,4154640,10.204,0,0
11891,428730,4154640,10.288,0,0
11892,428760,4154640,10.301,0,0
11893,428790,4154640,10.417,0,0
11894,428820,4154640,10.493,0,0
11895,428850,4154640,9.31,0,0
11896,428880,4154640,6.549,0,0
11897,428910,4154640,6.296,0,0
11898,428940,4154640,7.633,0,0
11899,428970,4154640,7.984,0,0
11900,429000,4154640,9.108,0,0
11901,429030,4154640,9.129,0,0
11902,429060,4154640,9.074,0,0
11903,429090,4154640,8.762,0,0
11904,429120,4154640,8.47,0,0
11905,429150,4154640,8.404,0,0
11906,429180,4154640,8.52,0,0
11907,429210,4154640,8.636,0,0
11908,429240,4154640,8.726,0,0
11909,429270,4154640,8.86,0,0
11910,429300,4154640,8.93,0,0
11911,429330,4154640,8.897,0,0
11912,429360,4154640,8.877,0,0
11913,429390,4154640,8.703,0,0
11914,429420,4154640,8.506,0,0
11915,429450,4154640,8.415,0,0
11916,429480,4154640,8.42,0,0
11917,429510,4154640,8.409,0,0
11918,429540,4154640,8.224,0,0
11919,429570,4154640,7.971,0,0
11920,429600,4154640,7.872,0,0
11921,429630,4154640,7.776,0,0
11922,429660,4154640,7.372,0,0
11923,429690,4154640,7.096,0,0
11924,429720,4154640,6.437,0,0
11925,429750,4154640,5.614,0,0
11926,429780,4154640,4.925,0,0
11927,429810,4154640,4.433,0,0
11928,429840,4154640,4.008,0,0
11929,429870,4154640,3.367,0,0
11930,429900,4154640,3.302,0,0
11931,429930,4154640,3.485,0,0
11932,429960,4154640,3.401,0,0
11666,430020,4154640,2.809,0,0
11933,429990,4154640,3.087,0,0
11934,430020,4154640,2.733,0,0
12108,427200,4154610,11.068,0,0
12109,427230,4154610,10.984,0,0
12110,427260,4154610,11.224,0,0
12111,427290,4154610,10.632,0,0
12112,427320,4154610,10.151,0,0
12113,427350,4154610,9.996,0,0
12114,427380,4154610,9.953,0,0
12115,427410,4154610,9.994,0,0
12116,427440,4154610,9.872,0,0
12117,427470,4154610,9.799,0,0
12118,427500,4154610,9.868,0,0
12119,427530,4154610,9.747,0,0
12120,427560,4154610,9.733,0,0
12121,427590,4154610,9.715,0,0
12122,427620,4154610,9.734,0,0
12123,427650,4154610,9.62,0,0
12124,427680,4154610,9.737,0,0
12125,427710,4154610,9.914,0,0
12126,427740,4154610,9.656,0,0
12127,427770,4154610,9.644,0,0
12128,427800,4154610,9.737,0,0
12129,427830,4154610,9.719,0,0
12130,427860,4154610,9.663,0,0
12131,427890,4154610,9.662,0,0
12132,427920,4154610,9.714,0,0
12133,427950,4154610,9.644,0,0
12134,427980,4154610,9.68,0,0
12135,428010,4154610,9.81,0,0
12136,428040,4154610,10.183,0,0
12137,428070,4154610,10.486,0,0
12138,428100,4154610,10.313,0,0
12139,428130,4154610,10.127,0,0
12140,428160,4154610,9.947,0,0
12141,428190,4154610,9.91,0,0
12142,428220,4154610,10.057,0,0
12143,428250,4154610,10.252,0,0
12144,428280,4154610,10.312,0,0
12145,428310,4154610,10.429,0,0
12146,428340,4154610,10.766,0,0
12147,428370,4154610,10.559,0,0
12148,428400,4154610,10.419,0,0
12149,428430,4154610,10.413,0,0
12150,428460,4154610,10.37,0,0
12151,428490,4154610,10.237,0,0
12152,428520,4154610,10.148,0,0
12153,428550,4154610,10.133,0,0
12154,428580,4154610,10.116,0,0
12155,428610,4154610,10.108,0,0
12156,428640,4154610,10.129,0,0
12157,428670,4154610,10.191,0,0
12158,428700,4154610,10.29,0,0
12159,428730,4154610,10.296,0,0
12160,428760,4154610,10.355,0,0
12161,428790,4154610,10.248,0,0
12162,428820,4154610,9.188,0,0
12163,428850,4154610,7.091,0,0
12164,428880,4154610,6.207,0,0
12165,428910,4154610,6.577,0,0
12166,428940,4154610,8.355,0,0
12167,428970,4154610,8.867,0,0
12168,429000,4154610,8.94,0,0
12169,429030,4154610,9.119,0,0
12170,429060,4154610,8.954,0,0
12171,429090,4154610,8.609,0,0
12172,429120,4154610,8.311,0,0
12173,429150,4154610,8.259,0,0
12174,429180,4154610,8.361,0,0
12175,429210,4154610,8.542,0,0
12176,429240,4154610,8.675,0,0
12177,429270,4154610,8.717,0,0
12178,429300,4154610,8.863,0,0
12179,429330,4154610,8.803,0,0
