PatchID,X_m,Y_m,NAVD88ELEV_m,Max_m,FloodingHour
1960,428280,4155750,10.16,0,0
2208,427680,4155720,9.708,0,0
2209,427710,4155720,9.78,0,0
2210,427740,4155720,9.783,0,0
2211,427770,4155720,9.821,0,0
2212,427800,4155720,9.829,0,0
2213,427830,4155720,9.853,0,0
2214,427860,4155720,9.953,0,0
2215,427890,4155720,10.038,0,0
2216,427920,4155720,10.143,0,0
2217,427950,4155720,10.312,0,0
2218,427980,4155720,10.123,0,0
2219,428010,4155720,10.013,0,0
2220,428040,4155720,10.231,0,0
2221,428070,4155720,10.377,0,0
2222,428100,4155720,10.26,0,0
2223,428130,4155720,10.294,0,0
2224,428160,4155720,10.495,0,0
2225,428190,4155720,10.479,0,0
2226,428220,4155720,10.474,0,0
2227,428250,4155720,10.141,0,0
1961,428310,4155720,10.247,0,0
2228,428280,4155720,10.281,0,0
2229,428310,4155720,10.141,0,0
2230,428340,4155720,9.989,0,0
2231,428370,4155720,9.897,0,0
2207,427650,4155690,9.702,0,0
2475,427650,4155690,9.705,0,0
2476,427680,4155690,9.757,0,0
2477,427710,4155690,9.713,0,0
2478,427740,4155690,9.671,0,0
2479,427770,4155690,9.704,0,0
2480,427800,4155690,9.784,0,0
2481,427830,4155690,9.822,0,0
2482,427860,4155690,9.858,0,0
2483,427890,4155690,9.932,0,0
2484,427920,4155690,10.154,0,0
2485,427950,4155690,10.192,0,0
2486,427980,4155690,10.136,0,0
2487,428010,4155690,10.138,0,0
2488,428040,4155690,10.04,0,0
2489,428070,4155690,10.274,0,0
2490,428100,4155690,10.176,0,0
2491,428130,4155690,10.457,0,0
2492,428160,4155690,10.606,0,0
2493,428190,4155690,10.583,0,0
2494,428220,4155690,10.362,0,0
2495,428250,4155690,10.16,0,0
2496,428280,4155690,10.239,0,0
2497,428310,4155690,9.998,0,0
2498,428340,4155690,9.93,0,0
2232,428400,4155690,9.846,0,0
2499,428370,4155690,9.902,0,0
2500,428400,4155690,9.848,0,0
2501,428430,4155690,9.71,0,0
2502,428460,4155690,9.744,0,0
2474,427620,4155660,9.834,0,0
2742,427620,4155660,9.96,0,0
2743,427650,4155660,9.822,0,0
2744,427680,4155660,9.753,0,0
2745,427710,4155660,9.69,0,0
2746,427740,4155660,9.675,0,0
2747,427770,4155660,9.673,0,0
2748,427800,4155660,9.689,0,0
2749,427830,4155660,9.791,0,0
2750,427860,4155660,9.948,0,0
2751,427890,4155660,9.961,0,0
2752,427920,4155660,10.295,0,0
2753,427950,4155660,10.325,0,0
2754,427980,4155660,10.138,0,0
2755,428010,4155660,10.057,0,0
2756,428040,4155660,10.012,0,0
2757,428070,4155660,9.998,0,0
2758,428100,4155660,10.105,0,0
2759,428130,4155660,10.482,0,0
2760,428160,4155660,10.674,0,0
2761,428190,4155660,10.514,0,0
2762,428220,4155660,10.237,0,0
2763,428250,4155660,10.219,0,0
2764,428280,4155660,10.098,0,0
2765,428310,4155660,9.947,0,0
2766,428340,4155660,9.848,0,0
2767,428370,4155660,9.861,0,0
2768,428400,4155660,9.823,0,0
2769,428430,4155660,9.678,0,0
2503,428490,4155660,9.789,0,0
2770,428460,4155660,9.777,0,0
2771,428490,4155660,9.771,0,0
2772,428520,4155660,9.754,0,0
2773,428550,4155660,9.727,0,0
2741,427590,4155630,10.037,0,0
3009,427590,4155630,10.124,0,0
3010,427620,4155630,9.96,0,0
3011,427650,4155630,9.87,0,0
3012,427680,4155630,9.738,0,0
3013,427710,4155630,9.686,0,0
3014,427740,4155630,9.718,0,0
3015,427770,4155630,9.709,0,0
3016,427800,4155630,9.751,0,0
3017,427830,4155630,9.823,0,0
3018,427860,4155630,9.946,0,0
3019,427890,4155630,10.314,0,0
3020,427920,4155630,10.401,0,0
3021,427950,4155630,10.252,0,0
3022,427980,4155630,10.102,0,0
3023,428010,4155630,10.062,0,0
3024,428040,4155630,10.127,0,0
3025,428070,4155630,9.945,0,0
3026,428100,4155630,9.962,0,0
3027,428130,4155630,10.052,0,0
3028,428160,4155630,10.267,0,0
3029,428190,4155630,10.455,0,0
3030,428220,4155630,10.317,0,0
3031,428250,4155630,10.195,0,0
3032,428280,4155630,10,0,0
3033,428310,4155630,9.889,0,0
3034,428340,4155630,9.808,0,0
3035,428370,4155630,9.799,0,0
3036,428400,4155630,9.776,0,0
3037,428430,4155630,9.642,0,0
3038,428460,4155630,9.747,0,0
3039,428490,4155630,9.772,0,0
3040,428520,4155630,9.656,0,0
2774,428580,4155630,9.605,0,0
3041,428550,4155630,9.553,0,0
3042,428580,4155630,9.514,0,0
3043,428610,4155630,9.571,0,0
3044,428640,4155630,9.629,0,0
3008,427560,4155600,10.267,0,0
3276,427560,4155600,10.258,0,0
3277,427590,4155600,10.096,0,0
3278,427620,4155600,9.976,0,0
3279,427650,4155600,9.9,0,0
3280,427680,4155600,9.899,0,0
3281,427710,4155600,9.853,0,0
3282,427740,4155600,9.8,0,0
3283,427770,4155600,9.808,0,0
3284,427800,4155600,9.815,0,0
3285,427830,4155600,9.81,0,0
3286,427860,4155600,10.338,0,0
3287,427890,4155600,10.643,0,0
3288,427920,4155600,10.509,0,0
3289,427950,4155600,10.269,0,0
3290,427980,4155600,10.146,0,0
3291,428010,4155600,9.993,0,0
3292,428040,4155600,10.004,0,0
3293,428070,4155600,9.933,0,0
3294,428100,4155600,9.836,0,0
3295,428130,4155600,9.99,0,0
3296,428160,4155600,10.428,0,0
3297,428190,4155600,10.154,0,0
3298,428220,4155600,10.247,0,0
3299,428250,4155600,10.18,0,0
3300,428280,4155600,10.068,0,0
3301,428310,4155600,9.84,0,0
3302,428340,4155600,9.753,0,0
3303,428370,4155600,9.766,0,0
3304,428400,4155600,9.75,0,0
3305,428430,4155600,9.662,0,0
3306,428460,4155600,9.639,0,0
3307,428490,4155600,9.623,0,0
3308,428520,4155600,9.576,0,0
3309,428550,4155600,9.509,0,0
3310,428580,4155600,9.489,0,0
3311,428610,4155600,9.522,0,0
3045,428670,4155600,9.627,0,0
3312,428640,4155600,9.599,0,0
3313,428670,4155600,9.915,0,0
3314,428700,4155600,10.289,0,0
3544,427560,4155570,10.224,0,0
3545,427590,4155570,10.076,0,0
3546,427620,4155570,9.965,0,0
3547,427650,4155570,9.867,0,0
3548,427680,4155570,9.904,0,0
3549,427710,4155570,9.898,0,0
3550,427740,4155570,9.835,0,0
3551,427770,4155570,9.782,0,0
3552,427800,4155570,9.81,0,0
3553,427830,4155570,10.13,0,0
3554,427860,4155570,10.668,0,0
3555,427890,4155570,10.49,0,0
3556,427920,4155570,10.529,0,0
3557,427950,4155570,10.214,0,0
3558,427980,4155570,10.105,0,0
3559,428010,4155570,10.021,0,0
3560,428040,4155570,9.961,0,0
3561,428070,4155570,10.034,0,0
3562,428100,4155570,10.097,0,0
3563,428130,4155570,9.876,0,0
3564,428160,4155570,10.085,0,0
3565,428190,4155570,10.133,0,0
3566,428220,4155570,10.22,0,0
3567,428250,4155570,10.094,0,0
3568,428280,4155570,10.179,0,0
3569,428310,4155570,10.102,0,0
3570,428340,4155570,9.813,0,0
3571,428370,4155570,9.758,0,0
3572,428400,4155570,9.704,0,0
3573,428430,4155570,9.661,0,0
3574,428460,4155570,9.511,0,0
3575,428490,4155570,9.618,0,0
3576,428520,4155570,9.555,0,0
3577,428550,4155570,9.505,0,0
3578,428580,4155570,9.485,0,0
3579,428610,4155570,9.434,0,0
3580,428640,4155570,9.856,0,0
3581,428670,4155570,10.364,0,0
3315,428730,4155570,10.378,0,0
3582,428700,4155570,10.459,0,0
3583,428730,4155570,10.248,0,0
3584,428760,4155570,10.002,0,0
3543,427530,4155540,10.437,0,0
3811,427530,4155540,10.33,0,0
3812,427560,4155540,10.211,0,0
3813,427590,4155540,10.06,0,0
3814,427620,4155540,9.999,0,0
3815,427650,4155540,9.908,0,0
3816,427680,4155540,9.919,0,0
3817,427710,4155540,9.914,0,0
3818,427740,4155540,9.849,0,0
3819,427770,4155540,9.787,0,0
3820,427800,4155540,9.87,0,0
3821,427830,4155540,10.46,0,0
3822,427860,4155540,10.5,0,0
3823,427890,4155540,10.004,0,0
3824,427920,4155540,10.002,0,0
3825,427950,4155540,10.113,0,0
3826,427980,4155540,10.024,0,0
3827,428010,4155540,9.772,0,0
3828,428040,4155540,9.818,0,0
3829,428070,4155540,10.197,0,0
3830,428100,4155540,10.375,0,0
3831,428130,4155540,10.187,0,0
3832,428160,4155540,9.964,0,0
3833,428190,4155540,10.227,0,0
3834,428220,4155540,10.077,0,0
3835,428250,4155540,10.146,0,0
3836,428280,4155540,10.21,0,0
3837,428310,4155540,10.181,0,0
3838,428340,4155540,10.016,0,0
3839,428370,4155540,9.764,0,0
3840,428400,4155540,9.664,0,0
3841,428430,4155540,9.598,0,0
3842,428460,4155540,9.43,0,0
3843,428490,4155540,9.542,0,0
3844,428520,4155540,9.573,0,0
3845,428550,4155540,9.497,0,0
3846,428580,4155540,9.388,0,0
3847,428610,4155540,9.52,0,0
3848,428640,4155540,10.253,0,0
3849,428670,4155540,10.66,0,0
3850,428700,4155540,10.539,0,0
3851,428730,4155540,10.041,0,0
3585,428790,4155540,10.009,0,0
3852,428760,4155540,9.769,0,0
3853,428790,4155540,9.759,0,0
3854,428820,4155540,10.045,0,0
4079,427530,4155510,10.235,0,0
4080,427560,4155510,10.231,0,0
4081,427590,4155510,10.046,0,0
4082,427620,4155510,10.031,0,0
4083,427650,4155510,9.972,0,0
4084,427680,4155510,9.951,0,0
4085,427710,4155510,9.903,0,0
4086,427740,4155510,9.832,0,0
4087,427770,4155510,9.806,0,0
4088,427800,4155510,9.895,0,0
4089,427830,4155510,10.348,0,0
4090,427860,4155510,10.014,0,0
4091,427890,4155510,9.784,0,0
4092,427920,4155510,9.807,0,0
4093,427950,4155510,9.761,0,0
4094,427980,4155510,9.736,0,0
4095,428010,4155510,9.784,0,0
4096,428040,4155510,9.769,0,0
4097,428070,4155510,10.067,0,0
4098,428100,4155510,10.362,0,0
4099,428130,4155510,10.189,0,0
4100,428160,4155510,10.187,0,0
4101,428190,4155510,10.252,0,0
4102,428220,4155510,10.093,0,0
4103,428250,4155510,10.192,0,0
4104,428280,4155510,10.214,0,0
4105,428310,4155510,10.205,0,0
4106,428340,4155510,9.992,0,0
4107,428370,4155510,9.834,0,0
4108,428400,4155510,9.648,0,0
4109,428430,4155510,9.563,0,0
4110,428460,4155510,9.371,0,0
4111,428490,4155510,9.412,0,0
4112,428520,4155510,9.557,0,0
4113,428550,4155510,9.504,0,0
4114,428580,4155510,9.355,0,0
4115,428610,4155510,9.723,0,0
4116,428640,4155510,10.451,0,0
4117,428670,4155510,10.688,0,0
4118,428700,4155510,10.667,0,0
4119,428730,4155510,10.353,0,0
4120,428760,4155510,9.869,0,0
4121,428790,4155510,9.625,0,0
3855,428850,4155510,10.338,0,0
4122,428820,4155510,9.703,0,0
4123,428850,4155510,10.246,0,0
4124,428880,4155510,10.08,0,0
4125,428910,4155510,10.113,0,0
4078,427500,4155480,10.475,0,0
4346,427500,4155480,10.522,0,0
4347,427530,4155480,10.276,0,0
4348,427560,4155480,10.168,0,0
4349,427590,4155480,10.112,0,0
4350,427620,4155480,10.009,0,0
4351,427650,4155480,10.054,0,0
4352,427680,4155480,9.927,0,0
4353,427710,4155480,9.855,0,0
4354,427740,4155480,9.835,0,0
4355,427770,4155480,9.813,0,0
4356,427800,4155480,9.739,0,0
4357,427830,4155480,9.799,0,0
4358,427860,4155480,9.697,0,0
4359,427890,4155480,9.703,0,0
4360,427920,4155480,9.708,0,0
4361,427950,4155480,9.731,0,0
4362,427980,4155480,9.724,0,0
4363,428010,4155480,9.729,0,0
4364,428040,4155480,9.726,0,0
4365,428070,4155480,9.844,0,0
4366,428100,4155480,9.887,0,0
4367,428130,4155480,10.053,0,0
4368,428160,4155480,10.185,0,0
4369,428190,4155480,10.109,0,0
4370,428220,4155480,10.096,0,0
4371,428250,4155480,10.089,0,0
4372,428280,4155480,9.971,0,0
4373,428310,4155480,9.907,0,0
4374,428340,4155480,9.901,0,0
4375,428370,4155480,9.929,0,0
4376,428400,4155480,9.648,0,0
4377,428430,4155480,9.553,0,0
4378,428460,4155480,9.505,0,0
4379,428490,4155480,9.298,0,0
4380,428520,4155480,9.462,0,0
4381,428550,4155480,9.467,0,0
4382,428580,4155480,9.215,0,0
4383,428610,4155480,9.447,0,0
4384,428640,4155480,10.294,0,0
4385,428670,4155480,10.656,0,0
4386,428700,4155480,10.795,0,0
4387,428730,4155480,10.644,0,0
4388,428760,4155480,10.178,0,0
4389,428790,4155480,9.878,0,0
4390,428820,4155480,9.856,0,0
4391,428850,4155480,10.072,0,0
4392,428880,4155480,9.726,0,0
4126,428940,4155480,10.896,0,0
4393,428910,4155480,8.766,0,0
4394,428940,4155480,10.059,0,0
4345,427470,4155450,10.958,0,0
4613,427470,4155450,10.805,0,0
4614,427500,4155450,10.402,0,0
4615,427530,4155450,10.178,0,0
4616,427560,4155450,10.181,0,0
4617,427590,4155450,10.061,0,0
4618,427620,4155450,9.998,0,0
4619,427650,4155450,9.98,0,0
4620,427680,4155450,9.879,0,0
4621,427710,4155450,9.8,0,0
4622,427740,4155450,9.773,0,0
4623,427770,4155450,9.774,0,0
4624,427800,4155450,9.707,0,0
4625,427830,4155450,9.662,0,0
4626,427860,4155450,9.684,0,0
4627,427890,4155450,9.684,0,0
4628,427920,4155450,9.701,0,0
4629,427950,4155450,9.735,0,0
4630,427980,4155450,9.76,0,0
4631,428010,4155450,9.766,0,0
4632,428040,4155450,9.719,0,0
4633,428070,4155450,9.824,0,0
4634,428100,4155450,9.864,0,0
4635,428130,4155450,10.129,0,0
4636,428160,4155450,10.022,0,0
4637,428190,4155450,9.789,0,0
4638,428220,4155450,9.876,0,0
4639,428250,4155450,9.872,0,0
4640,428280,4155450,9.898,0,0
4641,428310,4155450,9.915,0,0
4642,428340,4155450,9.783,0,0
4643,428370,4155450,9.871,0,0
4644,428400,4155450,9.9,0,0
4645,428430,4155450,9.898,0,0
4646,428460,4155450,9.814,0,0
4647,428490,4155450,9.48,0,0
4648,428520,4155450,9.218,0,0
4649,428550,4155450,9.286,0,0
4650,428580,4155450,8.986,0,0
4651,428610,4155450,9.016,0,0
4652,428640,4155450,9.749,0,0
4653,428670,4155450,10.507,0,0
4654,428700,4155450,10.677,0,0
4655,428730,4155450,10.724,0,0
4656,428760,4155450,10.418,0,0
4657,428790,4155450,10.096,0,0
4658,428820,4155450,10.001,0,0
4659,428850,4155450,10.184,0,0
4660,428880,4155450,10.271,0,0
4661,428910,4155450,9.714,0,0
4395,428970,4155450,10.866,0,0
4662,428940,4155450,8.738,0,0
4663,428970,4155450,10.288,0,0
4664,429000,4155450,10.83,0,0
4881,427470,4155420,10.741,0,0
4882,427500,4155420,10.306,0,0
4883,427530,4155420,10.095,0,0
4884,427560,4155420,10.084,0,0
4885,427590,4155420,9.974,0,0
4886,427620,4155420,9.964,0,0
4887,427650,4155420,9.872,0,0
4888,427680,4155420,9.828,0,0
4889,427710,4155420,9.799,0,0
4890,427740,4155420,9.771,0,0
4891,427770,4155420,9.739,0,0
4892,427800,4155420,9.692,0,0
4893,427830,4155420,9.715,0,0
4894,427860,4155420,9.658,0,0
4895,427890,4155420,9.663,0,0
4896,427920,4155420,9.699,0,0
4897,427950,4155420,9.716,0,0
4898,427980,4155420,9.735,0,0
4899,428010,4155420,9.782,0,0
4900,428040,4155420,9.602,0,0
4901,428070,4155420,9.777,0,0
4902,428100,4155420,10.015,0,0
4903,428130,4155420,10.209,0,0
4904,428160,4155420,9.755,0,0
4905,428190,4155420,9.798,0,0
4906,428220,4155420,9.769,0,0
4907,428250,4155420,9.761,0,0
4908,428280,4155420,9.895,0,0
4909,428310,4155420,9.834,0,0
4910,428340,4155420,9.746,0,0
4911,428370,4155420,9.888,0,0
4912,428400,4155420,9.889,0,0
4913,428430,4155420,9.991,0,0
4914,428460,4155420,9.869,0,0
4915,428490,4155420,9.513,0,0
4916,428520,4155420,9.306,0,0
4917,428550,4155420,9.03,0,0
4918,428580,4155420,9.011,0,0
4919,428610,4155420,8.848,0,0
4920,428640,4155420,9.232,0,0
4921,428670,4155420,9.962,0,0
4922,428700,4155420,10.123,0,0
4923,428730,4155420,9.902,0,0
4924,428760,4155420,10.41,0,0
4925,428790,4155420,10.031,0,0
4926,428820,4155420,9.898,0,0
4927,428850,4155420,10.092,0,0
4928,428880,4155420,10.318,0,0
4929,428910,4155420,10.529,0,0
4930,428940,4155420,9.544,0,0
4931,428970,4155420,8.889,0,0
4665,429030,4155420,10.601,0,0
4932,429000,4155420,10.566,0,0
4933,429030,4155420,10.534,0,0
4934,429060,4155420,10.163,0,0
4880,427440,4155390,11.071,0,0
5148,427440,4155390,11.166,0,0
5149,427470,4155390,10.663,0,0
5150,427500,4155390,10.372,0,0
5151,427530,4155390,10.127,0,0
5152,427560,4155390,10.016,0,0
5153,427590,4155390,9.948,0,0
5154,427620,4155390,9.939,0,0
5155,427650,4155390,9.915,0,0
5156,427680,4155390,9.831,0,0
5157,427710,4155390,9.807,0,0
5158,427740,4155390,9.749,0,0
5159,427770,4155390,9.717,0,0
5160,427800,4155390,9.669,0,0
5161,427830,4155390,9.708,0,0
5162,427860,4155390,9.673,0,0
5163,427890,4155390,9.66,0,0
5164,427920,4155390,9.681,0,0
5165,427950,4155390,9.709,0,0
5166,427980,4155390,9.69,0,0
5167,428010,4155390,9.702,0,0
5168,428040,4155390,9.785,0,0
5169,428070,4155390,9.954,0,0
5170,428100,4155390,10.076,0,0
5171,428130,4155390,9.972,0,0
5172,428160,4155390,9.759,0,0
5173,428190,4155390,9.757,0,0
5174,428220,4155390,9.735,0,0
5175,428250,4155390,9.791,0,0
5176,428280,4155390,9.729,0,0
5177,428310,4155390,9.774,0,0
5178,428340,4155390,9.793,0,0
5179,428370,4155390,9.761,0,0
5180,428400,4155390,9.286,0,0
5181,428430,4155390,9.167,0,0
5182,428460,4155390,9.788,0,0
5183,428490,4155390,9.647,0,0
5184,428520,4155390,9.456,0,0
5185,428550,4155390,9.308,0,0
5186,428580,4155390,9.189,0,0
5187,428610,4155390,8.825,0,0
5188,428640,4155390,8.872,0,0
5189,428670,4155390,9.199,0,0
5190,428700,4155390,9.074,0,0
5191,428730,4155390,9.375,0,0
5192,428760,4155390,10.002,0,0
5193,428790,4155390,9.931,0,0
5194,428820,4155390,9.767,0,0
5195,428850,4155390,9.945,0,0
5196,428880,4155390,10.337,0,0
5197,428910,4155390,10.571,0,0
5198,428940,4155390,10.626,0,0
5199,428970,4155390,9.362,0,0
5200,429000,4155390,9.153,0,0
5201,429030,4155390,10.389,0,0
4935,429090,4155390,10.288,0,0
5202,429060,4155390,10.142,0,0
5203,429090,4155390,10.204,0,0
5147,427410,4155360,10.987,0,0
5415,427410,4155360,10.937,0,0
5416,427440,4155360,11.044,0,0
5417,427470,4155360,10.588,0,0
5418,427500,4155360,10.288,0,0
5419,427530,4155360,10.08,0,0
5420,427560,4155360,9.97,0,0
5421,427590,4155360,9.903,0,0
5422,427620,4155360,9.884,0,0
5423,427650,4155360,9.848,0,0
5424,427680,4155360,9.832,0,0
5425,427710,4155360,9.766,0,0
5426,427740,4155360,9.759,0,0
5427,427770,4155360,9.717,0,0
5428,427800,4155360,9.701,0,0
5429,427830,4155360,9.69,0,0
5430,427860,4155360,9.651,0,0
5431,427890,4155360,9.642,0,0
5432,427920,4155360,9.668,0,0
5433,427950,4155360,9.703,0,0
5434,427980,4155360,9.739,0,0
5435,428010,4155360,9.807,0,0
5436,428040,4155360,9.901,0,0
5437,428070,4155360,9.756,0,0
5438,428100,4155360,10.184,0,0
5439,428130,4155360,9.712,0,0
5440,428160,4155360,9.643,0,0
5441,428190,4155360,9.687,0,0
5442,428220,4155360,9.708,0,0
5443,428250,4155360,9.674,0,0
5444,428280,4155360,9.719,0,0
5445,428310,4155360,9.737,0,0
5446,428340,4155360,9.758,0,0
5447,428370,4155360,9.251,0,0
5448,428400,4155360,9.002,0,0
5449,428430,4155360,9.074,0,0
5450,428460,4155360,9.31,0,0
5451,428490,4155360,9.869,0,0
5452,428520,4155360,9.608,0,0
5453,428550,4155360,9.384,0,0
5454,428580,4155360,9.338,0,0
5455,428610,4155360,9.077,0,0
5456,428640,4155360,8.788,0,0
5457,428670,4155360,8.795,0,0
5458,428700,4155360,9.239,0,0
5459,428730,4155360,9.498,0,0
5460,428760,4155360,9.747,0,0
5461,428790,4155360,9.739,0,0
5462,428820,4155360,9.742,0,0
5463,428850,4155360,9.752,0,0
5464,428880,4155360,10.101,0,0
5465,428910,4155360,10.425,0,0
5466,428940,4155360,10.652,0,0
5467,428970,4155360,10.593,0,0
5468,429000,4155360,9.293,0,0
5469,429030,4155360,9.239,0,0
5470,429060,4155360,10.184,0,0
5204,429120,4155360,10.433,0,0
5471,429090,4155360,10.246,0,0
5472,429120,4155360,10.21,0,0
5473,429150,4155360,10.37,0,0
5683,427410,4155330,10.822,0,0
5684,427440,4155330,10.809,0,0
5685,427470,4155330,10.602,0,0
5686,427500,4155330,10.335,0,0
5687,427530,4155330,9.952,0,0
5688,427560,4155330,9.936,0,0
5689,427590,4155330,9.883,0,0
5690,427620,4155330,9.807,0,0
5691,427650,4155330,9.817,0,0
5692,427680,4155330,9.83,0,0
5693,427710,4155330,9.763,0,0
5694,427740,4155330,9.658,0,0
5695,427770,4155330,9.705,0,0
5696,427800,4155330,9.721,0,0
5697,427830,4155330,9.694,0,0
5698,427860,4155330,9.675,0,0
5699,427890,4155330,9.716,0,0
5700,427920,4155330,9.708,0,0
5701,427950,4155330,9.702,0,0
5702,427980,4155330,9.841,0,0
5703,428010,4155330,9.811,0,0
5704,428040,4155330,9.616,0,0
5705,428070,4155330,10.074,0,0
5706,428100,4155330,9.875,0,0
5707,428130,4155330,9.627,0,0
5708,428160,4155330,9.623,0,0
5709,428190,4155330,9.663,0,0
5710,428220,4155330,9.642,0,0
5711,428250,4155330,9.579,0,0
5712,428280,4155330,9.65,0,0
5713,428310,4155330,9.557,0,0
5714,428340,4155330,9.699,0,0
5715,428370,4155330,9.415,0,0
5716,428400,4155330,8.971,0,0
5717,428430,4155330,8.97,0,0
5718,428460,4155330,9.261,0,0
5719,428490,4155330,9.74,0,0
5720,428520,4155330,9.628,0,0
5721,428550,4155330,9.369,0,0
5722,428580,4155330,9.638,0,0
5723,428610,4155330,9.217,0,0
5724,428640,4155330,8.949,0,0
5725,428670,4155330,8.743,0,0
5726,428700,4155330,9.215,0,0
5727,428730,4155330,9.656,0,0
5728,428760,4155330,9.343,0,0
5729,428790,4155330,9.339,0,0
5730,428820,4155330,9.518,0,0
5731,428850,4155330,9.791,0,0
5732,428880,4155330,9.958,0,0
5733,428910,4155330,10.421,0,0
5734,428940,4155330,10.627,0,0
5735,428970,4155330,10.664,0,0
5736,429000,4155330,10.488,0,0
5737,429030,4155330,9.032,0,0
5738,429060,4155330,9.533,0,0
5739,429090,4155330,10.292,0,0
5740,429120,4155330,10.186,0,0
5474,429180,4155330,10.307,0,0
5741,429150,4155330,10.222,0,0
5742,429180,4155330,10.368,0,0
5743,429210,4155330,10.448,0,0
5682,427380,4155300,10.7,0,0
5950,427380,4155300,10.826,0,0
5951,427410,4155300,10.791,0,0
5952,427440,4155300,10.722,0,0
5953,427470,4155300,10.566,0,0
5954,427500,4155300,10.289,0,0
5955,427530,4155300,9.956,0,0
5956,427560,4155300,9.942,0,0
5957,427590,4155300,9.906,0,0
5958,427620,4155300,9.857,0,0
5959,427650,4155300,9.837,0,0
5960,427680,4155300,9.825,0,0
5961,427710,4155300,9.739,0,0
5962,427740,4155300,9.679,0,0
5963,427770,4155300,9.642,0,0
5964,427800,4155300,9.699,0,0
5965,427830,4155300,9.661,0,0
5966,427860,4155300,9.699,0,0
5967,427890,4155300,9.712,0,0
5968,427920,4155300,9.831,0,0
5969,427950,4155300,9.932,0,0
5970,427980,4155300,9.757,0,0
5971,428010,4155300,9.584,0,0
5972,428040,4155300,9.708,0,0
5973,428070,4155300,10.058,0,0
5974,428100,4155300,9.694,0,0
5975,428130,4155300,9.639,0,0
5976,428160,4155300,9.656,0,0
5977,428190,4155300,9.695,0,0
5978,428220,4155300,9.667,0,0
5979,428250,4155300,9.611,0,0
5980,428280,4155300,9.563,0,0
5981,428310,4155300,9.594,0,0
5982,428340,4155300,9.551,0,0
5983,428370,4155300,9.731,0,0
5984,428400,4155300,9.411,0,0
5985,428430,4155300,9.274,0,0
5986,428460,4155300,9.716,0,0
5987,428490,4155300,9.713,0,0
5988,428520,4155300,9.715,0,0
5989,428550,4155300,9.485,0,0
5990,428580,4155300,9.552,0,0
5991,428610,4155300,9.219,0,0
